id,author_id,like_count,quote_count,reply_count,retweet_count,text
1384773103163637766,1278292575238025216,0,0,5,0,bye mau masak mie
1384773099401351173,1342343499568435201,0,0,0,0,ini gimana sih ko hidup gini gini aja ngga ada kemajuan apalagi pemasukan :((
1384773095525806080,2889944779,0,0,0,0,sedih la bila baju raya tk kena size
1384773082905124864,136972965,0,0,0,1,"Terus lawan bebudak, MP &amp; mana² pro PH yang mendokongi TUN MAHATHIR. Jangan bagi peluang &amp; ruang pada PENGKHIANAT &amp; geng² yang buat negara neh macam Tun &amp; kroni dia punya. Cukuplah sekali. Hidup tu jangan bangang sangat."
1384773077259616258,1934532216,0,0,0,0,"Apa buat susah,,,,.Lapar=makan.Ngantuk=tidur.Mati=tanam"
1384773076223627267,939059074464751616,0,0,0,0,"Kdng rencana tdk sesuai ekspektasi kan? Cnthnya saat km brangan2 memakai gaun pengantin bagus ditengah taman dan akhirnya cuma berakhir disebuah kantor.Atau pagi ini km brencana mkn sereal dgn susu dn yg trjadi km hanya sarapan dgn roti.begitu jg hidup,km rncanakan A yg trjadi B"
1384773058607517696,1269905041093091329,0,0,1,0,"Sumpah demi apa. Gw besok senin ada UH coding, dan guru gw cmn ngajarin kita sekali aja. Like man tf? Gw ga pernah bljr coding samsek seumur hidup, and bahan yg dikasi pun ga basic anj..... iya klo kasi mtk 2+2 gw bisa anj. Ini coding woe, mana gw ngerti"
1384773047735840771,1337066816682799106,0,0,0,0,agak malas yang namanya langit bye
1384773037782757377,228713638,0,0,0,0,3 hari terakhir rata2 cuma tidur 1-2 jam perhari :( badan udah ga puguh aja rasa2 nya tuh..Sehat sekali hidup saya 😔
1384773029348069378,723598051869351936,0,0,3,0,sedih banget bangtan 2022 daftar wamil barengan 😭
1384773024486854657,606930352,0,0,0,0,awkward moment itu kalau bertiga sama orang yg lagi pacaran terus mereka lagi marahan.. omggg gatau mau ngapain wqwqwq. mau becanda biar mereka baikan tptp takut salpic
1384773011740381184,2944224853,0,0,0,0,Bukak twitter je xsudah2 isu politik.. dey cilaka2 penjilat tegar orang politik.. korang memang xda hobi or perkara yg korang suka buat ke? Mencucuk tanam ke mandikan kucing ke sakat anak jiran ke.. xda eh? Serius betul eh hidup korang ni😆
1384773011241259017,2219134776,0,0,0,0,"""hidup tuh kaya roda berputar, ada masanya di bawah ada masanya diatas"". Iya bener.. Cuman lu mungkin juga lupa kali ya, roda gak akan berputar tanpa bantuan tenaga. Tenaga itu ya USAHA lu sendiri, bukannya pasrah dan nunggu masa lu ke atas."
1384773004341641216,1104938507917713410,0,0,0,0,Another of pain tiap hari tapi kaga mati mati -_-
1384772999207800835,1375154471659921408,0,0,0,0,"lagi gambar yg roti itu, mati lampu. ga inget terakhir ngesave mpe mana. dahlah istirahatin mata dulu"
1384772981302325249,1329813831556624384,0,0,0,0,"akun fb gue udh lenyap, hidup gue tentram sekarang"
