id,author_id,like_count,quote_count,reply_count,retweet_count,text
1389953924879110144,814294274950905856,0,0,0,0,"abis minum kopi perasaan mesti gelisah gatau knapa, tp tiap kali dibuat nonton vidio yg sedih sedih gampang bgt nangisnya, jd lebih lega 🥺"
1389952303407329283,716482703596474368,0,0,0,0,sumpah ya dari pagi rasanya gelisah terus
1389952181676122116,2681164664,0,0,0,0,"Catia hari sabtu.Presntasi Statin hari sabtu..On Going :.Laprak PSKE.Laprak PO.Tugas tugas..DAN SAMPE SEKARSNG BELUM CLEAR LATIHAN CATIA 2 PRODUK HAHAHAH..mantab, masih mode nyantuy dahal did dalem ya gelisah haha"
1389951640610902020,1125186137042014208,0,0,0,0,tbtb gelisah 🤕
1389950790266023936,1225259720623058948,0,0,2,0,Memasuki jam jam rawan... Seliweran mulu di gak di tonton sayang kalo ditonton gelisah 😱
1389950557347934215,1027896899355926528,0,0,0,0,sering cemas buat hal sepele wajar ga si?
1389950141138755590,1358605817021296640,0,0,0,0,"Aku bsa berobat sndiri, gak harus kamu yg obati, jd dia blg gini, aku sengaja menabrak kamu biar kamu bsa aku culik, ha buat apa kamu nyulik aku, untung nya apa, kamu kn sdah tau kalo aku sdah bersuami, kamu gak mikir apa keluarga aku pasti lagi nyarik2in aku, mreka pasti gelisah"
1389949858929201161,136509821,0,0,0,0,"Bunda bunda busui, adakah yang pake retinol selama menyusui? Huhu resah gelisah tahun depan udah 30 nee dan belum skincarean anti aging 😭 gpp ga yah ke asi??"
1389949332971954180,124741104,0,0,0,0,"paling males udah diterima offernya tapi gak dijawab, kan aku jadi harap harap cemas😰"
1389946915614126083,902059629970157569,0,0,0,0,"Jangan cemas jika ia ingin dilepas bebas, sebab tak semua yang dilepas akan berbalas kandas."
1389945512141328387,611624045,0,0,0,0,"Dia menunggu seseorang, menunggu perginya harapan untuk pulang, sementara berharap cepat kembali. Cemas tapi rindu."
1389945503178100743,1226734446365179907,0,0,0,0,"Pernah gasi ngerasain tiap hari gelisah karena mencemaskan masa depan, seharian mikirin ituuu aja terus, jujursih ya cape banget capeeeee bangett, cuma harus banyak plan abcdefg untuk kedepannya, cuma bisa bilang ke diri sendiri ""yo semangat yo"" :')"
1389945219370549250,1389943137276071942,0,0,0,0,gelisah
1389944946099056644,1320291264,0,0,0,0,Jangan membandingkan dirimu dengan orang lain. Iri hati hanya membuat jiwamu gelisah. Jadi diri sendiri.
1389943451165155331,1358605817021296640,0,0,0,0,"Aku makin gelisah, dan aku menangis sejadi jadinya, dan mereka cuma liatin aku nangis, dan mreka blg, tenang aja mbak gak diapa2kn kok dsini, mbak tinggal istrahat aja, mbak mau apa tinggal bilang aja, nanti bakal kami turuti permintaan mbak, kecuali 1 yaitu kabur, nanti mbak tau"
1389942166475079681,1368217437330546693,0,0,0,0,ko aku dekdekan kenapa ya??aku gelisah banget
1389941916167327744,1298423520318300160,0,0,0,0,Pemilik akun catalikepersonn sedang dilanda resah gelisah sama pembagian kinerja diri
1389941124026929153,416729957,1,0,1,0,"Seriusan dah seumur umur ga pernah cemas kalo nambah umur, tapi kok menginjak 24 ini gue cemas banget ya, rasanya kayak ""my time is running out""."
1389940195626164233,1386327860810420227,0,0,0,0,Gelisah melanda malam ini....
1389938820422922240,1129757281556369408,0,0,0,0,BENTAR LAGI CONCEPT CLIP... GUE UDAH GELISAH NJIRLAHH.. 😭🤧
1389938602742747138,223792041,0,0,0,0,gelisah gak enak bgt ya
1389937966957568000,1346311866738348032,0,0,0,0,"Banyak cemas membuat jantung berdetak kencang dan enggak karuan, takut di tagih pegawai lising karena banyak utang yg catatannya di selipin di dalam dompet yg teramat buriq tapi estetik,.ALHAMDULILLAH ITU TANDANYA KALIAN MASIH HIDUP."
1389937577243725827,1299169778381152259,0,0,0,0,Aku bahkan harap2 cemas
1389937561422893058,1154210729202819072,0,0,1,0,⠀..     Malam.Malam &amp; sedih.Membuat gelisah yang tak bertepi.Ada apa malam ini.Jangan bertanya lagi.Karena itu hanya serapah hati..⠀
1389936888929161218,241397673,0,0,0,0,Kali ni anak teething kemain fussy ya. Nak tidur pon gelisah
1389936660347949061,547240537,0,0,0,0,"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati"""
1389935794387750913,1145686110045032448,0,0,0,0,Agak tkut trus gelisah gitu...
1389935771952451587,820461766752600064,0,0,0,0,"dulu dipaksa untuk menjadi yang paling cemas, sekarang terpaksa untuk jadi yang paling ikhlas :)"
1389935741946384385,168429580,2,0,0,0,Harini punya vss recording kan? Seronok la minhyuk dpt alami sendiri pembukaan insta joo. Kalau live mesti member gelisah sebab tengah keje hahahahaha
1389934811641380869,1351024724952936452,3,0,0,0,Si elsa Resah dan gelisah .#IkatanCintaEp262
1389933454880501763,1283791955579645957,0,0,1,0,kalo lagi kangen sm orang tuh pasti gelisah bgt
1389933380750307332,1366298415374630913,0,2,8,0,aduh aku psikopat apa yh seru bgt liat orang2 gelisah anjir astagfirullah😆😆😆
1389933246541025285,49300554,0,0,0,0,Kok ngerasa worry? Kek berasa cemas gt 😭
1389933085764907011,1264987647518228480,0,0,0,0,gelisah bgt njir
1389932913550970882,1379247500171767808,0,0,0,0,"Beberapa hari serasa beda, entah apa rasanya gelisah"
1389932185700880385,1150225001577975808,0,0,0,0,"klo misalnya nich moots kita jbjb trs aku lupa nama dia, mending jawab gmn ya tp pengen kenalan tp dah lama follownya aduhhhh gelisah galau merana,,,,"
1389932088644685825,1189654953276559360,0,0,0,0,Tiap ujan malem selalu aja gelisah
1389931956100423697,623879599,0,0,0,0,"Marah sendiri, cemas sendiri, menyesal sendiri 🤦🏻‍♀️"
1389931333380546565,1073101188243939328,0,0,1,0,cemas tidak menemukan ijazah smk di rumah
1389930041027350534,1111861738347982848,0,0,0,0,"""Apa aku harus jadi THR dulu biar kamu gelisah mikirin aku?""..Status orang bukan aku👆"
1389929885263564812,1302139919649796096,0,0,0,0,"Kenapa ya makin gua mikir kalo punya relationship itu membahagiakan, makin gua juga khawatir, takut, cemas :(("
1389929174870155269,3178436581,0,0,0,0,Gelisah
1389928964035018757,754103456349040640,1,0,0,0,"kalau emang harus cemas, lakuin apa yg pengen kamu lakuin, toh hidup juga cuman sekali ..-siapa yg datang ke pemakamanku saat aku mati nanti?"
1389928557288181762,811590576,0,0,0,0,"Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati."
1389928411808681984,1162019822877544448,0,0,0,0,anak orang lain minggat : ibuk gue cemas.anaknya sendiri minggat : nggak dicariin.
1389928260822204418,1176474596062576646,1,0,4,1,Sedikit cemas banyak rindunyaaaa
1389927931678396420,1332704800543105024,0,0,0,0,"Mau nanya, pernah gak sih kalian cemas sama hal yang kalian suka? Bahkan karena suka banget sama hal itu, sampe ngerasa itu adalah bagian dari hidup kalian. Tapi setiap kali ngelakuin atau inget hal itu kalian jadi cemas. Menurut kalian harus gimana? :("
1389927877131395075,1289448432143200256,0,0,0,0,Hidup ku dilingkupi perasaan cemas~
1389924504357330944,1023095713125695489,0,0,0,0,"Berikut ini adalah beberapa contoh kata kata bijak singkat, yang mungkin bisa membuat pikiran Anda yang kacau menjadi tenang dan hati yang gelisah bisa menjadi damai serta semangat yang pudar lekas kembali membara."
1389923794777624578,1301824276459216897,0,0,3,0,gue seharian gelisah bgt knp ya padahal ga ada apa-apa..tenang pas abis sholat doang abis tuh gelisah lagi😔
1389922774467039236,2406967842,0,0,1,0,Harap-harap cemas 😌
1389922671178121218,2297663329,0,0,0,0,"Sabar itu susah, gelisah, capek. Tapi sabar itu bagus. Jadi, sabarnya kapan ? Ya sabar aja dulu"
1389922028753285121,1207097116553670657,0,0,0,0,gelisah gak sih?
1389921212415975424,1378320394285805571,0,0,0,0,"Yang paling berharga bagi seorang Pria adalah hati seorang wanita yang ia cintai dan wanita itu mencintainya...Banyak gelisah karena tak sampai.Banyak peperangan karenanya.Banyak raja raja tumbang karena Cinta. Pengusaha hancur karenanya. jika ia tentram dengan kekasih, selesai!"
1389920996048572426,1021652868514770944,0,0,0,0,"orang nampak kita tenang, happy macam takda problem sebab hanya satu senyuman yang kita lempar keluar tetapi sedih resah dan gelisah berjuta yang kita pendam sendiri, hanya kita yang tahu ."
1389920705874067460,1386703339719577602,0,0,0,0,Cara mengatasi beberapa macam masalah :..• Emosi melulu = Wudhu .• Sering sakit = Silahkan puasa.• Wajah gelap = Sholat tahajud .• Miskin melulu = Bersedekah .• Gelisah = Banyak doa.• Hati sempit = Baca Al-Quran.• Susah bahagia = Sholat tepat waktu
1389918280626757638,1383356269986160644,0,0,0,0,"ayang malam iko pikiran ambo gundah yng pikiran abng kemanomano , abng cemas nian, kau pai kek siapo kemano, ancur rasonyo ati ko, sakit nian, yaallah ,"
1389917333414551557,1051729618028228609,0,0,1,0,ada kalanya pen kabur dlu dari wa klo dah hectic kek gini. pusing. ngeri dan cemas ngeliat notifikasi
1389917197296816128,1381951954507599874,0,0,1,0,"cape overtingking,cape cemas berlebihan, cape pokonya cape"
1389916149102432259,1236121954475593729,1,0,0,0,buto lah prediction malam ni. cemas siak aku
1389915128007598093,2156114816,0,0,0,0,"Terkadang cewek suka nyesek, kangen, cemburu, gelisah, kecewa, sedih dan apapun itu pasti cuma bisa dipendem dan berharap cowoknya peka."
1389913667152474120,3704392693,0,0,0,0,Ya gitu dong seenggak'e ngabari ben gak gae wong gelisah koyo ngene wkwkkwkw
1389912675556093953,1260354353912676352,0,0,2,0,huh gelisah bgt buat hari besok jujur gue blm siap... :(
1389912278066106369,191340704,0,0,0,0,"Takut dan banyak spekulasi , cemas"
1389912209283698690,3029412547,0,0,0,0,"Akhirnya co jg setelah sekian purnama berfikir keras😭😭 udh mulai deg2an dan cemas dpt pc siapa, padahal rilis aja blom huah😖"
1389911444733448194,1368355802629640196,0,0,0,0,Hati menjadi resah dan gelisah ketika kita terbiasa berandai-andai dalam menyikapi persoalan hidup.
1389910830540488707,1080381841448652800,0,0,0,0,Dijual : Rasa cemas..Sepertinya sekarang menjadi komoditas yang laku dijual.
1389910081408585730,1011256393326710789,0,0,1,0,"Gak tau kenapa.Badan ini lunglai, otak tak jernih, dan diri gelisah."
1389909564213108740,1105154427025973248,0,0,0,0,Tadi waktu masi dikantor ibu wa di grup keluarga klo ibu tiba2 anosmia dan pulang kerja ibu langsung swab antigen dan hasilnya positif. Besok sekeluarga swab pcr. Mohon doany biar hasil swab pcr sekeluarga negatif. Jujur aku cemas 😭
1389909519522795527,1220524874667454464,110,1,35,8,Semakin dekat hari Raya Idul Fitri ada rasa gelisah dan resah walaupun aq bisa menutupi dgn senyumku..Sudah hampir 8 thn hari Raya tanpa makna dan terbiasa sendiri...Hanya bersyukur kepada Allah masih dpt berpuasa Ramadhan dan Lebaran...Dah Gitu Ajah
1389908404727021568,1144812270964240384,0,0,0,0,korang pernah tak rasa bersalah sangat sangat pastu korang dah minta maaf... orang tu maaf kan tapi kau tetap rasa gelisah? please lah somebody advice aku macam mana nak hilangkan perasaan ni
1389907092513820672,513893995,0,0,1,0,"Biar Allah aja yang jawab, sekarang gausah cemas. Loss 😂"
1389905005524791298,298421274,0,0,0,0,"Kalo kalian percaya Tuhan, kenapa.harus gelisah gitu loh?"
1389904286264479746,1365980855391318016,0,0,0,0,"Dulu ga pulang 1 bulan aja gelisah rasanya, sekarang 2x lebaran di perantauan biasa aja..Sekuat itu pengaruhmu dulu mas haha"
1389904091451691010,304274914,3,0,0,0,"D-1. Nunggu pala botak Baek harap"" cemas akan dipublish atau gak.Karena dia udah berpesan: klo ternyata gak dipublish katanya gak bagus. dia gak pede krna gak pernah botak dari lahir.padahal mah klo dah sayang mo digimanain juga ya ttep ganteng aja😂 #BAEKHYUN𓃥 #BoostEXOBrandRep"
1389903617134452738,946551797681754112,0,0,0,0,aku galau gelisah merana
1389903614089461769,771772137120133120,1,0,0,0,Aku memalukan diri aku sendiri dengan terminum depan orang dekat marrybrown 😭
1389903612801847298,1283318806631178241,0,0,1,0,kok skrg bnyk sender yg minta au bikin nangis trs explain tags nya like literally brutal.. gue agak khawatir..
1389903605860290563,1303737625606455296,0,0,3,0,alasan kalian tetap hidup karena apa?
1389903601850404868,1319113971555725312,0,0,0,0,️️.️️.Kak Hoseok kenapa makin 🔥🔥 yaa (╥﹏╥)..️️.️️
1389903599480737792,1328605540264636419,0,0,0,0,"Kenapa ya setiap masuk gramed aku tu kebelet pup --"""
1389903596037181446,941095385740615680,0,0,0,0,"Sedih bangat, berasa patah hati pdhal ngk tau alasannya apa 😥"
1389903589003304965,1264765043154935814,0,0,1,0,"Virtual gaada real life ga ada sadar sadar hidup bukan soal cinta, tapi cinta bisa membawa kebahagiaan juga. """
1389903587694628864,1370400504690266115,1,0,0,0,"Terimakasih untuk diri sendiri,,.Walaupun tidak dibahagiakan orang lain,, tapi saya bisa bahagiakan diri saya sendiri-"
1389903587623440386,2321279671,0,0,0,0,Bila dah tolong.. jijak pala pulak.. kerja teruk sikit pon tak boleh.. puiihh.. g mati lagi bagoih laa
