id,text
1389426832588509185,Orang berharap itu ngga enak banget ternyata. .Hidup gelisah terus. .Ini gimana ngilanginnya?
1389426148149321728,"dihadapkan emosi,mangkek dan cemas luar biasa tapi haram di keluarkan . situasi yg sangat bajingan ."
1389425482131595265,rasanya gelisah bgt knp ya
1389425230116843523,setiap kali cemas kenapeee penyakitnya lari ke perut siih
1389424410847711233,Gemini : Jangan cemas walaupun pengeluaran cukup tinggi akan tetapi income yang datang masih lebih tinggi.
1389420926492573707,"Jgn terlalu cemas kawan,"
1389419349308440576,Anjir cemas gue berlebihan banget
1389419346548576259,Jangan biarkan kesulitan membuatmu gelisah. Karena bagaimanapun juga hanya dimalam yg paling gelap bintang-bintang tampak bersinar terang...(Ali bin Abi Thalib)
1389417153774850053,di keluarga ayah semua pinter2 like pasti ekspektasi ke gue jg tinggi😢 bikin cemas bgt mikir ini huhu
1389414482233810944,Fix sih Gak usah resah dan gelisah. Karena kini udah ada serum gel anti penuaan dini yg bikin wajah kamu glowing everyday. No mercury pula dan udah berizin BPOM. #GaraGaraMaresha
1389414480241598465,Gak usah resah dan gelisah. Karena kini udah ada serum gel anti penuaan dini yg bikin wajah kamu glowing everyday. No mercury pula dan udah berizin BPOM. #GaraGaraMaresha
1389414477943119876,Gak usah resah dan gelisah. Karena kini udah ada serum gel anti penuaan dini yg bikin wajah kamu glowing everyday. No mercury pula dan udah berizin BPOM. #GaraGaraMaresha
1389411538369277960,gelisah ga tau kenapa.ga tenang aja rasanya
1389405573725122565,"Jangan cemas Sil, jangan"
1389405415792812033,orang dewasa gini ya.semalem resah dan gelisah.besok paginya like nothing happened 😊
1389404411634470913,"tidak usah terlalu cemas, ceritamu ditulis oleh penulis skenario terbaik."
1389403099651969030,"Rasanya takut, cemas, apa saya bisa? Dan semoga keluarga saya atau kita terlindungi :)"
1389402533098004482,"pernah menjadi yang paling cemas, sebelum menjadi yang paling ikhlas."
1389402365074104324,"Jadi hasil dari konseling hari ini adalah, mesti mindfullness.Dann sadar buat lakuin hal yg diinginkan biar jadi pribadi yg lebih baik dan sesuai sama yg gua mau...Selama konseling pun berasa kaya curhat sama temen doang..Ngapain juga gua sampe gelisah yak semalem 😭.Dasar. Aku"
1389400016834371588,"Emang aku yang keterlaluan. terkadang cemburu tak beralasan, gelisah dan khawatir berlebihan, rindu tak karuan. Padahalkan kamu bukan milikku:'("
1389398714028937225,Emang harus tenang ya kalo mau ngapa-ngapain kalo panik atau cemas dah bubar semua🤦🏻‍♀️
1389396990631432198,[cm] kalian ada yang suka degdegan ga sih kalau lihat notif google classroom atau grup matkul di whatsapp dari dosen?😫 kayak bawaannya jadi gelisah gitu
1389395258895605762,bangun tidur udh gelisah aja ni asu knp y
1389394917055635456,"sumpah ini ngezoom sosialisasi tatap muka, makin gelisah grgr muka guru guru kok makin pada garang"
1389393553600614400,gue gelisah bngt kepikiran tatap muka
1389388811486982145,Hanya harap harap cemas huhuhu🥲
1389388536063823874,Gelisah betul tak dapat MySj confirmation untuk AZ jab. Pagi tadi check dah ada dah syukurr
1389387659487809539,"Bila kau cemas dan gelisah akan sesuatu, masuklah ke dalamnya sebab ketakutan menghadapinya lebih menganggu daripada sesuatu yang kau takuti sendiri. – Ali bin Abi Thalib.#AliSyahidMihrab"
1389386816998965248,"Gelisah, galau kalau seharian ga ada kabar.."
1389384919005208582,"Bila kau cemas dan gelisah akan sesuatu, masuklah ke dalamnya sebab ketakutan menghadapinya lebih menganggu daripada sesuatu yang kau takuti sendiri. Ali Bin Abi Thalib.#AliSyahidMihrab"
1389383694465392641,"Rasa takut , cemas dan tiba tiba deg deg an terus menerus ☹️"
1389380553841934336,Jangan membandingkan dirimu dengan orang lain. Iri hati hanya membuat jiwamu gelisah. Jadi diri sendiri. ##katamutiara
1389378162069544964,"Buanglah cemas dari dirimu, sekalipun kematian datang ke kamarmu. #AliSyahidMihrab"
1389376732432502788,"setiap tangi gasik, mesti atine gelisah,, ono sing koyo ngono ga??"
1389376372892606464,"[cm] presentasi aljabar done yeay, kekhawatiranku ga terjadi.. selalu ngerasa kurang, cemas dan takut dimarahin, ini itu tapi sebenernya itu aku sendiri sih yg bikin semua pikiran itu dan cemas berlebihan, padahal ya bagus2 aja even aku sks tapi emg menurutku ga maksimal (cont)"
1389373484581617665,Aku sebenarnya nkkkk je rt kwn2 dlm group yg popit 1 trade 100~200 pips....TAPI...TAPI....i should i again????selagi xciduk...selagi xstress tgok chart....cemas nk cover lost tu xdtg....u do u sweetheart
1389373265282437120,"Stop stalking        ..Sayangi hatimu,jempolmu lelah,.Hatimu resah,jiwamu gelisah."
1389368394357432321,“Damai sejahtera Kutinggalkan bagimu. Damai sejahtera-Ku Kuberikan kepadamu. Janganlah gelisah dan gentar hatimu!”..Damai di hati. Damai pula apa yang kau tulis dengan jari-jarimu. 😊🙏..Semangat pagi..Tuhan memberkati.
1389366743085117440,Imanmu perlu dipertanyakan jika punya hutang tapi hatimu tidak gelisah setiap hari.
1389366584360144897,ku lagi cemas takut mamang servis hp buka2 app trs mlihat app yg isinya iya2 hikd 🐽
1389365188357332993,"Ga kerasa.. Ramadhan sudah hampir berlalu.. Serasa cepet banget ya Allah.. Rasanya baru kemaren orang2 pada teriak.. Marhaban yaa Ramadhan.. .Sekarang malah udh mulai sibuk bikin2 kue (orang2) udh mulai panik ga bisa mudik, udh mulai gelisah gimana caranya biar bisa pulkam.. 🥺🥺"
1389364316801933312,"Seseorang yang masuk ke fase dewasa, umum nya mengalami keterasingan sosial,jumlah teman berkurang dan mulai merasa gelisah tentang masa depan.🌟"
1389361764572168192,Gelisah gabisa ngecuit lol
1389356365311737857,Kenapa harus cemas?sedangkan kamu punya Allah yang telah menjamin setiap rezekimu.. bismillah ayo bisa..
1389355537519693827,"dibangunin rasa gelisah ini mah judulnya,,, udh tidur larut  masih aja bangun pagi"
1389355200662675459,"Semacam ga semangat banget deh. Gelisah, banyak pikiran, jenuh, bingung, sedih, marah, takut, kalut. Ah..."
1389355069783437315,"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia."
1389353944397205504,Ibutuh yaa kalo nda jalan sama *** hati tuh plong uda percaya aja sm dia mah. Tapi kalo nda keluar jalan sm orang lain ibu gelisah teh gapuguh di rasa.
1389349349579137025,"Cinta terlarang.Bikin sesak nafas,dan asmaku kumat🤭🤭. .Galau yg berkepanjanggan.Sensitif.Gampang emosi.Nggambekkan.Kepo an ful.Gelisah terus .Slalu tak bisa kontrol segalanya. 1:cemburu berlebihhan. 2:was was ful. 3:nekat /kewanen ful. 4: berani ambil resiko. Dll ""cerpen""..."
1389349227822678018,"Kenalkan laki-laki itu, sebelum aku benar-benar cemburu. Katamu ia adalah orang yang paling gelisah jika pukul sepuluh malam kamu tak berada dirumah, Menurutmu ia laki-laki yang paling mencintaimu dengan sembunyi-sembunyi. Dan cara mencintaiku tidak sepenuh cara mencintainya."
1389348463599656962,"#UtangBenamkanJokowi.#UtangBenamkanJokowi..""Aku Wasiatkan Kepada Kalian Agar Tidak Berutang, Meski Kalian Merasakan Kesulitan, Karena Sesungguhnya Utang Adalah Kehinaan Di Siang Hari, Kesengsaraan Di Malam Hari."" - Umar Bin Abdul Aziz -..Dimana Di Pagi Hari Gelisah Tiada Bertepi."
1389347614487834624,Jangan membandingkan dirimu dengan orang lain. Iri hati hanya membuat jiwamu gelisah. Jadilah diri sendiri.
1389344158284881920,Pengen tidur doang ya allah malah gelisah ga jelas 😭😭
1389343686731829249,"cm mo ngingetin aja, buat temen2 kl misal ngerasa ada gangguan psikologis kaya cemas, stres, atau even depresi gt lgsg aja ke profesional ya.. jgn ke mahasiswa psikologi :( kl cm nanya kira2 ke psikolog bakal ngapain aja si gpp, tp kadang suka ada yg ngomong ""ih kan km (cont)"
1389341779430830081,"Drtd w sm dezka udah panik aja grgr si maiky ngeong2 terus, berusaha nyari tempat yg nyaman karna dia gelisah mau melahirkan. Gatega bgt liatnya:((("
1389341406724976640,Orang kalo sudah terbiasa beribadah mau tidak beribadah sekali saja dirinya pasti gelisah dan begitupun sebaliknya..
1389339631620034562,Semoga Tuhan selalu memberikan ketenangan pada hati yang gelisah 🤲
1389339137908428800,Seneng tapi juga cemas.
1389338820445831169,"Kalo ngeliat kasus kayak gini, rasanya aku bersyukur banget ketemu pasangan aku yang sekarang. kalo kata rossa mah “takkan cemas kupercaya kamu, karena kau jaga tulus cintamu”"
1389338541713289219,sedikit resah. sedikit gelisah. yang dirasa selalu merasa bersalah. maaf jikalau saya belum bisa menjadi yang terbaik seperti yang sudah sudah:’
1389335848965996544,"""GELISAH"" diatas geli dibawah basah"
1389333522314235905,"Yang harusnya menjadikan kita risau, menjadikan kita gelisah adalah ketika dulu kita banyak melakukan ketaatan, sekarang banyak yang tidak kita lakukan..Berarti kedudukan dan  derajat kita mulai turun di hadapan Allah."
1389332748880388096,"Disaat hal yg sulit datang, seoalah jalan sudah buntu, gelisah dan hawatir.. disitulah kekuatan tuhan akan datang dan kau akan dapat rasakan hal yg luarbiasa.. #AllahuAkbar"
1389332539618205697,Ada yang cemas tapi harus ikhlas
1389330830204424197,Kupikir gelisah karna kopi.Ternyata baru inget klo besok mau sempro 🙃
1389330099648880641,"Jika hatimu sedih dan tak ada yang mendengarkan gelisah gundamu, cukup datang aja pada Allah, dia pasti ngerti apa yang ada di hatimu ..."
1389327899933569026,"yang sedang ngerasain hari2nya berat, gelisah. inget ya, pertolongan Allah ada di depan mata kalian. Allah pasti nolong kalian sesuai waktu yang tepat, semua hal mudah bagi Allah untuk dilakuin. semangat semuanya❤"
1389327886549614595,[Askrl] terlalu ngantuk untuk lanjut nugas. Terlalu gelisah untuk tidur. 😭
1389327552515252225,apa tida bisa ya ga ganggu hidup orang? sampe cemas dan gabisa tidur😭😭😭
